url,published,content,lang,source_type,extra_source_attributes.world_data.country_code
http://twitter.com/SiddharthaMaz/status/1536587798769446915,14-06-2022 01:54,"@JM_Scindia, @officejmscindia, @airindiain, @goibibo, @DGCAIndia, @RNTata2000, @TataCompanies, @narendramodi, @PMOIndia,Day85!This is ridiculous @goibibo talk yesterday;blames @airindiain non-refund&tells Reps-@airindiain give bogus info over ph-TAT 180days-March #Justice #Refund https://t.co/cGIzzXWEg4",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/aawaj_janta/status/1599821834282672129,05-12-2022 12:43,@GoibiboSupport Update,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/darerdinz/status/1541817748153843712,28-06-2022 12:16,"@Hansraj_DS @goibibo Worst Experience ever, against booking #noibibo worst company bunch of https://t.co/KIbAqo7C9H credibility @UfterYou @makemytrip",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/dhanapalappasa3/status/1622916141877448705,07-02-2023 06:12,"@ANANDSHANKAR_ @goibibo @GoibiboSupport In Goibibo has many other Scam too. Gostay, Goconfirmed etc.... And i saw one of the tweet by Diksha where she is talking about policies. Whether they have any policy to serve customers. I have raised the issue from hotel which was closed #juniorvikatan #polimernews",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/amHyderAli/status/1538590790813102080,19-06-2022 14:33,"@goibibo @goibibo_tech we are waiting at the airport for your confirmation on the ticket, the checkin will close soon , attached are the ticket details https://t.co/I9uoxHp8nV",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/neelkantha6/status/1523215909657395200,08-05-2022 04:19,@goibibo Why is ur customer care process so complicated ? Why doesn't it route to an agent ??,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/MANITJAIN7/status/1557014982822621188,09-08-2022 10:44,@flyspicejet flight cancelled by you and the revised timings has layover of 1 day how can a domestic passenger will travel @DGCAIndia plzz note spicejet and Goibibo is looting customers in name of revised timings I want my full refund,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/pudiharicharan/status/1588512350784536578,04-11-2022 08:43,Weird problem ka practical solution mil gaya pappa #RidiculouslyPractical #GoibiboMerch @goibibo https://t.co/VNQkv3D7Nt,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/Thowseef/status/1529775134650667008,26-05-2022 06:43,@BahlMohit @HappyFaresindia Worst service and refund policies!! Please don’t fall onto this scam #Ripoff_happyFares My ticket was revised by airline and i have been still charged for cancellation. Try using @goibibo @makemytrip @agoda @Cleartrip they provide excellent service! @HappyFaresindia #fraud_org https://t.co/UYqCXYHEa7,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/watch_buyers/status/1566808196530212865,05-09-2022 11:19,Disastrous resolution by @goibibo @GoibiboSupport after negotiating for 7hrs they cancelled the booking without my consent No concern for customer at all Pls support @SanjayBhasin5 @BandBajaateRaho @gyanibaba2_0 @ConsumerReports @KishanReddyOfc #RajuchadhaLiquorMafia https://t.co/EvRMjj98mZ,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/Suldora1/status/1536301178484428807,13-06-2022 06:55,@goibibo Just shared you the screenshot kc my booking,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/saheley/status/1546675990331813888,11-07-2022 22:01,@goibibo there is no customer service at 0124-6280407. Please tell me how should I reach a person on this number to speak with? I have a pending cancellation with you and unable to speak with anyone!!,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/LanjulkarVikcky/status/1638765753993408512,23-03-2023 00:52,"@SonuroyIIT @goibibo @GoibiboSupport Don't wait, teach them a lesson by initiating legal action against them. Contact @getmyrefundin to take legal action and get your money back from them",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/AakankshaG100/status/1644565634230124544,08-04-2023 00:59,"@GoibiboSupport Well firstly we never used any profanity!Because it's all recorded calls, plz go hear the call, u will notice the @GoibiboSupport employee didn't let us talk,he was also interrupting us while we wanted to just vent out our despair. All we wanted hum to either help us or emphasize",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/dipanjan26/status/1628438659891597313,22-02-2023 11:56,@iujjawaltrivedi @GoibiboSupport @AkasaAir Imbeciles like you should be under parental care while travelling or listed under 'unaccompanied minor' by your Parents (if you are travelling alone) for the airline staff to take care. Okay Ujjawal Baba?,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",nl
http://twitter.com/raxy77/status/1526861381009817600,18-05-2022 05:44,@goibibo Reference No. 15221303996466944,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/iam_pchadha/status/1522524768909795328,06-05-2022 06:32,@goibibo @goibibo It's been three hours but I've received no update from you. Disappointing service!,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/AakankshaG100/status/1642831539888361473,03-04-2023 06:08,@GoibiboSupport Well this is the assistance you get after booking on @GoibiboSupport and after your flights been cancelled by @GoFirstairways Worst airline worst platform https://t.co/SRFjBc1z3b,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/CchadhaPradip/status/1524750212509892609,12-05-2022 09:55,@Ashwatthama8 @goibibo have you received your amnt,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/bharat_bmp7/status/1537104896063057920,15-06-2022 12:08,I requested to goibibo plz refund my booking amount bcz hotel denied the check in .. I call the customer care refund my amount begin to begin but not solve my solution yet.@goibibo @oyorooms https://t.co/3Wkymo2JAv,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/rahulkhamparia/status/1545649205020004352,09-07-2022 02:01,@goibibo This is refund from a flight booking in April 2020.. I am unable to get this cash back or use in new bookings https://t.co/uurrIH35ur,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/pi_raman/status/1579883282451542016,11-10-2022 13:15,@GoibiboSupport It's an app service failure,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/BaruaMishan/status/1540541095968268288,24-06-2022 23:43,"@goibibo Hi Devender I am sorry to say blunt on your face that this time the booking didn't get well. My booking was including breakfast, however, what they provided will not even safice a bird, two slices of raw bread and an omelet! What is this??? That too after asking for it..",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/panyam_kartheek/status/1611922958347546624,07-01-2023 22:09,@GoibiboSupport Please find the booking I'd: HTLDNAU2K73VNPZL,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/swapneeell/status/1529417623099674624,25-05-2022 07:02,@goibibo @goibibo even after following up continuously via mail and tweets I’m not getting any proper update or response. 8-10 days now since the issue was reported to you 🤬🤬🤬 #goibibo worst #CustomerService experience,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/ARandom_guy_/status/1556189371404992512,07-08-2022 04:03,I booked a stay in pondicherry almost a month ago and the property denied checkin this is how goibibo does fraud. Never book with these apps. I have proof that my booking is confirm. @goibibo @GoibiboSupport @makemytrip @makemytripcare #fakebooking #goibibofraud #makemytripfraud https://t.co/A8MBEBhUXo,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",gn
http://twitter.com/Pranali50402471/status/1624971846616748033,12-02-2023 22:20,@Souvik84901420 @IRCTCofficial @goibibo They are the worst when it comes to refund. Just do a google search about them and you will find that they have done same thing with many customers. Initiate immediate legal action against them with the help of @getmyrefundin so that you can get your money back from these frauds,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/Jainuineinsaan/status/1558674361498091521,14-08-2022 00:38,"@IndiGo6E @GoibiboSupport @goibibo being forced to pay for a seat with mandatory web check in is not cool at all. The flight fares are already through the roof, let me at least skip seat selection and complete the check in????",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/ozairnotkhan/status/1542143241256140802,29-06-2022 09:49,"@goibibo You guys are shame for Goibibo reputation. First you cancelled my flight, then asked extra money for alternative flight, then hotel denied to check-in, then you failed to process refund after 26 days. I will take legal action for harrasment.",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/brain_anucha/status/1556252820164284416,07-08-2022 08:16,"And so Rumukwurushi flyover collapsed this morning 🤔🤔🤔🤔 Fake Julius Berger everywhere in Rivers State. Little wonder, a lot seem not right with their jobs in Rivers State compared to the original Julius Berger in other parts of the country. Never again 🏃🏃🏃🏃 Ibibo Akpanah",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",ng
http://twitter.com/UNuances/status/1572281004915818496,20-09-2022 13:46,"(252) @goibibo goes extra mile in suggesting cabs, travel and other travel related needs based on your recent hotel bookings. A great way to delight user with post booking offerings! #goibibo #travel #book #product #UNuances https://t.co/nIulHgD8BA",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/SiddharthaMaz/status/1526549971985920001,17-05-2022 09:07,@goibibo Share me the Refund ID for the same. Thanks Siddhartha,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/Tanuja727692252/status/1565657182632579074,02-09-2022 07:05,@GoibiboSupport i have ask for refund hotel accepted it but you guys given me 550 Rs travel coupan inspite of Rs 5505 my booking id is this what is this. Booking id HTLDNAQP2QN46HNP Kindly see screenshot how can you guys do this type of silly thing the biggest scammer Gobi https://t.co/PvWZaZKL2H,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/JadhavVijyendra/status/1616779618442448900,21-01-2023 07:47,@GoibiboSupport @jaydeeppal518 Amount paid was INR8961. Refund done is INR 7000 My wife is on ventilator @goibibo @GoibiboSupport Airline confirmed full refund of 8961 based on medical grounds PNR: DYZ4ME @AirAsiaIndia @sanchaykaridhal @JM_Scindia @DGCAIndia #Goibibo #Scam,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/SanghaviBhavika/status/1547203608638554112,13-07-2022 08:57,"@goibibo HOLDING OUR MONEY, NOT GIVING OUR REFUND BACK. Our problem all can see in pictures with proofs. @goibibo_tech @GoibiboSupport @VsGoibibo @MAS @makemytrip @makemytripcare @MakeMyTripTech @DGCAIndia @consumercourtin @consumercourtt https://t.co/d8GKScN0cf",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/HrYinvesto/status/1530613126407651329,28-05-2022 14:13,"@harsh47774899 @makemytrip Some companies only understand business and profit.@makemytrip seems to be 1 such. No care about the customers, the country pandemic and humanity.@goibibo all my upcoming bookings will be with you.",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/Akash2178/status/1529293648663236609,24-05-2022 22:49,How to get closure from @airindiain India and @goibibo for pending refund..,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/The_WiseIdiot/status/1609234365011365888,31-12-2022 12:05,". @goibibo @GoibiboSupport Can’t speak to your representative, your driver is deliberately switching off his number. Pathetic service.",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/RohanDa62274726/status/1578746158813687808,08-10-2022 09:56,@GoibiboSupport Already DMed. But no action taken till now,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/hd_uvacha/status/1628368641296330752,22-02-2023 07:18,@iujjawaltrivedi @GoibiboSupport @AkasaAir Sir i hope the food was good and you didn't get dysentery or constipation.. if u have.. i will ask moodi ji to call you and check about your health,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/pakala_srinu/status/1583028658121617408,20-10-2022 05:33,@GoibiboSupport why are you cheating again this is 3rd time,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/Abhishe22619116/status/1587168426535309313,31-10-2022 15:43,"@GoibiboSupport See i attached 2 snapshot where I got the mail 1.04 pm regarding airline cancellation and I claim from goibibo 1.06 pm, I need full refund flight cancelled by airline .. if I not got the refund within 7 days then i will file case against @GoibiboSupport @makemytripcare for fraud https://t.co/CVOEfXsjWA",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/chirag150/status/1540969123869360128,26-06-2022 04:04,"@goibibo Worst company never use there service @makemytrip is best company , i request all to Delete the @goibibo app from there mobile",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/shilpi_sampad/status/1525003333278179328,13-05-2022 02:41,@goibibo I'm waiting to hear from you.,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/TopinsDecals/status/1569487569108475904,12-09-2022 20:46,@GoibiboSupport How tf you are openly selling b2b fares on @Skyscanner ?? @JM_Scindia @IATA please cancel their registration. They are destroying middle class travel agents by providing b2b fares openly which is prohibited strictly. #BANGOIBIBO #PATHETIC,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/Krishna18968982/status/1560315546746634240,18-08-2022 13:19,"Really fed-up with @GoibiboSupport , they spoke in very rude manner.calling at night 10:30pm and speaking in aggressive manner is not at all accepted. @jagograhakjago. Really need take some action.i will proceed in proper manner. https://t.co/5tLhWNNcwb",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/MaximusMayank/status/1621537396134219776,03-02-2023 10:53,"How do I change my mobile number in my Goibibo profile, I have lost access to my mobile number. @goibibo @GoibiboSupport",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/jain81akamit/status/1647898155126751233,17-04-2023 05:41,@GoibiboSupport You have charged more than 3 time of ticket as service charges and saying it's dynamic fare. #CheaterGoibibo If prices are dynamic then it's must be shown in ticket fare not in your service fees. #FraudGoibibo https://t.co/SKjRMbgnCI,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/ajjugoyal2529/status/1627922238321352705,21-02-2023 01:44,@TATAAIGIndia RE: Re: Policy no. 0239022898 0822384955A /goibibo,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/reynaldjothiraj/status/1570404578197385216,15-09-2022 09:30,"@GoibiboSupport Hi @goibibo team, my in-law had booked for family travel via Goibibo from Ooty to Chennai (by bus) on 30Aug2022 , the ticket was booked & confirmed on 22Aug2022, but the trip was suddenly cancelled by the Bus Operator (Tranzking) on the day of travel, leading us",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/its_me_akhilrdy/status/1535312901065818113,10-06-2022 13:28,Hey @goibibo issue is still not cleared how the hell can You close my complaint. For details open dm https://t.co/6iyYy2Biot,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/ramgopal2812/status/1533998382716362753,06-06-2022 22:24,@goibibo Is any response to my DM,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/Varun_bkk/status/1548716710936453120,17-07-2022 13:10,I has raise my issue from 26 June still no reply .just got a missed call at 12:23 pm in night .they gave me a fraud hotel booking @goibibo @GoibiboSupport @SanjayBhasin5 https://t.co/JO7VVfky4G,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/sumitprakash003/status/1592861912764936192,16-11-2022 07:47,"#goibibo such a pathetic experience, just keeping an icon of web check in doesn't make sense if it doesn't work, and you deduct money from customers with no refund option. Such an unethical pathetic experience not expected. #CustomerService #Refund",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/sumeet_war/status/1628674393894445057,23-02-2023 03:33,@PoojaAr73610046 @ajayrotti @Iyervval Modi ji has nothing to do with it. It is either some silly mistake of Goibibo or the airline.,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/Abhi_patil20/status/1649247927867691009,20-04-2023 23:05,"@Juggadujatt @GoibiboSupport @itsrohitpandit They did the same thing with many others and never refunded back. You can do a google search about them. Don't wait, initiate immediate legal action them with the help of @getmyrefundin I am sure they can help you get your money back from these cheats",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/ShivamG61933537/status/1622603754322423809,06-02-2023 09:30,@GoibiboSupport i will take my matter to DGCA now,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/__vC__/status/1650867559107903489,25-04-2023 10:21,"@Pathtoremember @HDFC_Bank @goibibo @GoibiboSupport @GoFirstairways @DGCAIndia @JM_Scindia @HDFCBank_Cares Hi Varun, something similar happened to me...did it get resolve ?? Did u get the money back?? I have written to hdfc smartbuy but no resolve",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/ZeroCorruption_/status/1663231654373228544,29-05-2023 13:11,@goibibocare very much worst experience. I never ever use @GoibiboSupport,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/susmitchakrabo1/status/1593278822396628992,17-11-2022 11:24,@goibibo #RidiculouslyPractical join @SayanC989 @SUBIRedm @babubeg1 https://t.co/bYMz9yk5B1,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/Abhi_patil20/status/1662352959416713218,27-05-2023 03:00,"@ishaankr125 @goibibo There are literally thousands of complaints against them for this same issue, some of them have not been refunded since more than a year. Initiate immediate legal action against them with the help of @getmyrefundin so that you can get your money back from these cheaters....",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/SagarKu14369636/status/1621460030943019008,03-02-2023 05:46,"@GoibiboSupport I have even sent a DM, Kuldeep. Awaiting a response.",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/_arpitjindal/status/1557774532710387712,11-08-2022 13:02,Booked a hotel in vietnam through goibibo and on reaching hotel denied entry. Goibibo is denying my refund now @goibibo @GoibiboSupport @sanchaykaridhal @goibibo_tech @LyricsUrdu @VsGoibibo @YryrEyyr @makemytripcare @makemytrip @KishanReddyOfc @makemytripcare @kishanreddybjp https://t.co/8LrFzMFGJq,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/Puneet98461215/status/1622896326739386368,07-02-2023 04:53,@GoibiboSupport Booking id-GOBUSMOBD78CAF7C3F Issue- I need emergency help me I am book ticket 15:30 but already recached half an hour ago boarding point but book window and operator is denied to journey because there is no transport at this time didn't accept online ticket L,en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/Trip/status/1647905360949415937,17-04-2023 06:10,"@NoorezBinNisar @goibibo @makemytrip Hi, Noorez Bin Nisar. I am sorry for any inconvenience you have encountered on your reservation. Please know that this is not the service we want you to have from our side. Kindly send us a direct message for further assistance. Thank you for your cooperation. ^Kevin",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/abhishek12333/status/1542021465067130883,29-06-2022 01:45,"@Skh27 It is only 7% discount not Rs. 2000 discount. To avail full discount of Rs. 2000, the air ticket cost should be Rs. 28571. Most travel sites like Yatra, MMT, Goibibo, Ixigo etc. are offering better card-based discounts.",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/dhanapalappasa3/status/1625704864138543104,14-02-2023 22:53,"@GoibiboSupport No it not credited to my original source yet as promised, pl check..",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/norisiox_bot/status/1555185861943521280,04-08-2022 09:36,スタンス切り替えでIBIBO端数出まくるのほんとストレスだった #誘拐王麺言,ja,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",jp
http://twitter.com/ghosh4alok/status/1605699678670135296,21-12-2022 18:00,"@IndiGo6E @JM_Scindia @GoibiboSupport meal didn’t serve , pathetic service by indigo https://t.co/hLRMKE1j7H",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",in
http://twitter.com/Ananyaraj20/status/1660678667088052224,22-05-2023 12:07,"@GoibiboSupport Thank you, my issue has been resolved.",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
http://twitter.com/PrateekRustagi7/status/1632638945833160704,06-03-2023 02:07,"@GoibiboSupport Just received a call from your customer support. They are talking in rude manner and mentioning clearly 'Hum nahi karenge kuch bhi, apko jo karna hai karlo. Such a unprofessional company and staff of goibibo. @DeepKalraMMT #fraudcompany",en,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",us
